500 25000
371 395 535
473 197 250
348 351 465
24 161 836
342 358 238
320 51 600
94 127 569
246 134 301
118 462 644
403 140 175
39 12 570
74 337 619
176 185 470
141 61 483
329 404 842
419 76 745
20 23 224
441 269 359
94 239 321
239 142 314
414 33 678
336 108 15
307 284 53
277 278 114
112 459 870
454 379 799
52 251 322
276 192 943
135 286 183
309 25 177
475 291 211
153 479 819
168 286 955
73 415 85
188 28 397
410 334 776
209 386 527
31 163 219
327 150 857
10 311 383
187 286 26
250 439 6
421 460 292
377 33 708
314 73 736
211 484 570
339 45 309
366 77 472
295 266 286
30 305 572
408 56 364
414 477 324
59 206 209
267 373 783
355 436 619
86 494 93
410 432 349
385 79 467
171 461 273
95 369 681
459 284 510
283 343 69
345 462 794
480 317 730
99 446 358
115 33 853
410 180 716
378 203 677
3 299 46
36 258 182
46 394 25
261 71 156
344 170 103
55 346 783
192 257 816
408 135 519
437 490 170
484 26 429
166 424 675
44 392 766
383 5 837
392 349 859
347 404 996
187 459 343
470 4 600
138 264 587
158 202 577
328 38 955
109 56 879
136 100 771
402 336 129
239 80 978
450 427 382
447 114 194
290 436 550
242 427 814
181 437 16
65 227 963
296 363 563
68 118 751
49 209 331
27 160 110
262 107 576
308 249 513
358 343 792
24 376 229
447 403 925
410 199 289
326 119 259
77 168 968
261 48 628
371 162 587
448 470 188
313 180 383
105 204 759
334 97 597
32 397 500
458 307 52
99 485 23
358 415 544
326 176 592
307 399 606
246 347 76
435 12 608
430 303 262
27 336 659
380 294 818
284 245 304
307 103 219
203 429 247
295 88 146
401 335 846
329 122 858
289 292 328
454 222 483
216 102 319
375 334 465
193 118 210
349 277 165
420 481 595
167 128 535
166 382 870
364 63 844
222 353 137
402 307 211
386 375 313
57 102 999
375 147 617
437 497 895
103 269 376
50 289 356
85 455 738
456 319 302
300 393 655
289 296 814
1 34 689
166 91 643
166 466 790
135 404 139
382 7 909
467 142 5
205 450 324
7 103 569
162 244 717
328 97 251
369 264 195
12 282 661
303 269 917
203 262 185
401 229 680
406 435 130
82 294 85
152 309 330
221 137 427
325 7 43
20 19 177
33 174 447
303 469 99
79 172 861
445 332 230
427 415 524
13 419 333
195 492 471
474 317 330
18 189 201
47 223 876
494 378 197
445 457 369
307 222 795
102 19 480
332 447 747
208 312 166
42 359 510
365 333 328
248 251 92
173 43 280
395 202 854
42 304 374
22 488 673
269 48 837
287 90 196
298 307 881
347 103 188
292 79 137
114 105 180
394 0 882
101 42 38
327 417 878
0 186 927
189 326 869
237 124 177
118 454 883
233 60 375
148 407 269
38 234 686
417 86 225
196 275 51
65 12 27
94 483 481
316 486 228
86 71 288
313 336 94
188 336 502
310 227 236
496 144 323
221 340 950
272 257 315
299 352 298
280 330 188
415 498 526
143 437 449
283 250 786
377 291 474
379 101 201
116 449 197
291 171 389
241 295 647
408 95 851
206 227 181
247 494 531
273 489 820
223 272 423
361 150 214
187 381 167
241 349 616
290 140 139
180 234 435
179 142 882
30 201 961
63 448 956
446 73 445
267 148 70
190 361 220
256 49 101
423 290 951
391 80 443
383 112 529
318 143 172
52 173 373
321 35 246
119 302 895
189 492 756
261 100 657
214 375 799
17 266 380
461 1 844
342 171 488
14 223 513
239 89 102
412 262 137
11 233 439
406 422 783
14 35 383
172 102 758
471 119 876
203 432 878
400 275 549
388 141 125
401 381 566
3 145 828
492 8 62
431 266 336
449 305 826
59 128 445
436 332 230
166 232 5
215 472 646
192 225 879
258 81 377
439 73 385
353 357 152
189 423 785
265 225 590
91 136 718
389 72 902
119 90 986
476 158 458
474 350 536
206 461 617
83 400 190
472 294 675
257 60 752
199 3 388
418 392 461
172 363 903
159 339 561
117 166 912
153 372 873
122 307 273
165 127 878
64 452 672
91 61 232
343 261 736
232 31 980
45 203 844
448 362 35
10 332 553
274 337 277
147 460 584
272 125 212
2 41 16
174 133 77
347 60 221
327 105 925
23 406 787
316 190 309
94 189 769
178 313 246
242 315 787
258 341 772
188 100 249
378 299 309
100 127 767
25 2 173
164 265 441
136 82 483
297 176 524
164 301 652
303 411 345
76 99 446
325 478 745
71 107 278
54 256 806
78 174 865
267 338 666
271 142 577
117 218 29
415 395 359
160 233 789
237 339 244
168 469 215
364 393 675
143 299 931
301 230 106
18 497 796
184 121 790
114 238 508
143 153 255
354 165 989
143 254 180
387 422 1
454 287 246
481 282 46
265 435 628
223 454 477
19 138 598
170 99 841
278 453 859
119 96 613
151 335 536
152 142 675
251 123 957
149 388 892
277 463 698
205 145 793
393 167 393
87 445 846
446 416 295
411 67 630
299 72 772
474 323 396
283 472 136
28 101 452
226 207 787
415 412 284
209 158 451
454 245 249
300 43 665
95 454 585
78 254 657
350 80 832
98 216 156
87 244 257
39 322 316
326 238 581
162 405 879
180 1 333
265 431 939
274 281 20
106 380 236
262 319 832
19 358 154
187 184 244
268 146 543
7 59 148
343 222 554
222 254 407
408 371 338
347 145 471
367 251 203
455 13 22
442 71 416
186 340 62
82 199 122
82 395 196
488 469 302
395 377 673
85 225 318
57 444 69
112 400 82
135 187 318
15 129 389
284 168 229
346 102 281
320 184 176
368 173 145
170 420 875
343 6 600
13 415 396
82 27 796
16 14 984
334 382 465
76 166 485
305 12 587
438 185 272
466 53 797
112 76 217
339 419 575
439 433 342
187 367 722
484 236 736
320 70 118
285 146 284
271 304 649
210 94 686
482 61 239
131 25 315
349 364 587
424 155 372
119 342 91
341 178 827
77 498 250
196 136 748
332 259 904
333 469 999
19 304 912
259 435 437
426 136 153
365 61 308
89 180 2
181 373 681
360 450 679
110 498 167
211 183 926
115 16 248
466 36 52
378 147 839
315 425 476
128 380 69
131 413 794
312 274 744
343 236 95
11 447 778
289 63 794
37 29 830
281 75 755
257 396 546
146 24 278
67 7 44
361 171 670
457 15 406
404 378 706
182 19 121
329 409 2
11 350 262
341 131 690
96 240 86
494 386 462
124 305 470
168 18 141
338 476 508
97 232 738
303 415 758
424 96 167
278 107 369
41 448 853
231 396 93
317 390 332
131 15 637
101 183 508
95 374 984
455 471 216
194 126 983
304 402 79
323 180 39
44 221 987
491 473 126
323 105 141
312 58 177
320 5 903
156 461 374
225 7 352
60 163 254
492 338 786
31 382 860
370 280 164
233 446 243
374 110 653
403 283 159
306 291 972
32 16 479
236 429 494
490 421 832
129 452 214
489 322 846
153 429 469
291 162 767
386 388 730
40 144 513
51 450 804
23 335 173
354 71 602
348 414 523
32 43 327
445 37 930
266 181 944
34 67 833
264 459 829
277 10 779
433 385 466
106 239 890
208 439 304
83 471 199
262 422 83
264 367 472
194 133 153
139 19 73
153 412 395
284 198 280
103 304 372
493 365 811
149 300 135
348 63 557
283 327 276
255 373 761
261 364 781
334 188 416
366 193 181
113 330 879
394 433 35
118 426 900
429 75 53
416 275 116
473 58 795
101 165 668
363 426 33
496 260 73
412 479 267
93 92 97
324 338 382
360 456 308
112 238 235
165 154 10
76 433 585
97 296 364
130 292 124
322 2 48
271 327 238
153 39 695
313 151 933
48 317 439
410 450 771
330 379 205
268 476 501
484 458 146
460 13 555
416 188 557
316 459 736
54 465 775
249 278 279
34 179 596
474 89 898
245 272 277
450 392 105
304 376 63
302 336 929
357 252 617
414 420 928
3 475 893
130 224 172
409 259 703
357 85 792
256 182 916
33 485 660
139 289 36
54 91 225
483 300 329
452 66 750
381 69 725
274 200 301
298 461 60
1 319 497
146 427 680
414 460 165
75 451 806
463 358 749
188 193 549
370 146 115
120 27 537
498 452 550
411 305 721
408 303 648
440 218 961
115 108 122
364 149 316
265 19 962
381 139 341
418 188 994
7 186 798
131 358 759
279 150 329
92 108 474
357 223 935
331 440 584
147 205 103
461 86 594
154 356 782
1 215 968
151 125 918
107 108 776
219 239 278
400 332 886
227 41 462
162 372 402
246 20 607
349 333 546
443 488 402
77 341 470
45 492 595
315 100 555
443 171 294
222 71 478
460 298 519
422 312 892
324 58 264
432 259 949
478 54 937
232 131 630
202 29 123
56 140 394
351 362 317
181 322 468
201 245 780
445 421 839
61 205 98
10 183 505
430 322 17
53 472 362
276 28 354
22 231 568
192 413 890
440 411 761
131 472 966
82 482 650
87 282 270
75 65 592
93 118 916
307 247 797
161 121 528
229 313 293
471 325 259
311 118 670
72 101 494
38 183 329
40 122 463
310 198 528
255 143 647
171 450 746
468 463 867
349 192 33
142 15 358
424 398 430
419 437 465
63 140 638
92 395 281
91 418 583
337 387 546
204 236 738
89 378 753
448 132 80
128 57 830
58 328 619
24 428 449
464 491 941
102 435 336
235 26 254
318 215 493
364 272 229
102 361 460
139 290 501
322 200 829
390 188 453
331 142 388
19 377 267
126 195 482
119 59 254
201 13 616
161 73 629
253 212 919
107 34 620
436 328 196
398 70 237
351 402 379
239 273 609
6 399 156
341 371 216
95 72 581
63 233 654
193 338 219
464 445 105
436 234 285
133 132 856
370 335 110
101 74 383
62 433 283
219 126 6
435 73 78
368 137 663
375 182 501
446 498 799
403 435 385
189 420 369
155 243 630
390 306 563
31 312 115
109 32 604
272 407 638
126 205 136
277 109 423
162 150 343
383 47 485
87 54 581
217 444 239
133 470 264
174 353 928
289 463 812
393 87 572
31 65 777
20 194 238
443 356 888
139 239 935
124 178 841
57 396 286
296 29 608
412 203 461
192 345 276
5 90 716
77 474 633
354 494 828
445 289 36
333 428 628
100 259 83
60 23 639
374 216 984
150 221 74
218 298 900
352 4 894
32 449 184
68 135 464
196 108 869
3 422 684
57 23 795
141 83 818
116 460 607
42 30 757
443 234 614
189 266 63
373 335 50
190 31 158
59 386 581
38 437 891
209 69 201
243 185 161
203 79 543
460 374 278
74 64 544
490 289 379
40 479 763
199 39 501
132 134 797
88 25 734
479 234 303
180 329 840
193 32 772
237 493 646
59 409 852
291 302 831
54 353 222
55 485 357
353 73 734
439 404 468
95 85 297
287 130 830
59 367 175
58 382 946
120 294 208
472 85 10
304 491 863
26 398 700
235 103 125
87 277 97
269 189 316
296 247 551
94 367 345
164 496 625
379 374 23
79 462 127
204 283 22
86 73 364
404 12 641
1 133 682
170 429 429
418 178 841
52 342 837
177 222 211
200 153 673
179 210 957
53 296 882
417 200 394
411 54 27
445 76 308
375 297 183
376 67 213
217 119 56
54 296 630
117 348 283
143 28 493
100 433 641
482 203 694
228 466 748
107 411 176
415 138 473
450 14 392
164 83 11
72 489 307
54 107 655
189 250 535
183 202 969
176 36 24
370 116 990
470 223 901
146 138 540
471 440 906
363 456 490
374 380 479
33 434 438
76 159 242
397 335 630
421 206 246
263 28 469
165 175 959
57 146 252
305 236 589
285 122 23
75 163 499
116 91 158
210 341 994
341 114 52
439 378 80
261 43 607
220 452 754
472 415 616
474 210 826
349 401 433
353 305 388
405 96 766
338 357 661
445 430 613
51 254 881
76 261 664
402 111 449
244 312 703
29 319 667
310 120 630
323 418 60
437 321 814
318 193 454
124 269 215
89 267 490
163 451 687
339 495 321
112 157 942
242 480 212
154 269 533
274 63 847
490 203 871
20 145 138
363 289 787
377 305 90
416 144 85
237 108 594
31 202 575
243 356 344
129 177 784
55 293 903
278 166 48
416 29 689
55 258 846
498 174 843
435 411 951
30 443 154
457 38 862
301 19 539
437 227 991
137 134 136
392 412 802
292 180 831
180 86 115
375 21 27
195 14 232
86 451 311
429 440 297
66 184 61
368 476 93
52 162 181
493 194 119
109 69 993
488 247 748
310 432 609
22 127 623
214 61 255
275 429 584
369 481 746
402 327 940
374 436 361
367 276 608
115 86 892
76 460 19
51 67 937
330 484 932
401 51 493
156 326 774
240 47 608
486 450 935
278 324 223
491 43 499
100 10 437
492 87 249
364 490 168
153 320 153
430 230 382
204 470 430
312 309 232
99 439 556
322 431 451
173 383 961
462 227 400
212 443 391
380 96 563
385 181 637
441 111 867
176 168 189
458 480 998
190 432 938
98 106 721
49 280 604
362 242 831
263 306 775
6 187 371
421 424 905
58 218 868
277 394 36
467 352 369
465 394 801
255 344 907
328 393 539
432 255 782
391 228 127
114 150 552
371 208 122
240 486 516
128 305 220
497 122 466
150 378 810
449 491 810
231 107 533
172 350 261
151 316 263
55 40 824
177 132 162
45 260 467
265 258 89
83 408 319
393 318 878
448 268 369
144 375 530
257 379 698
21 434 738
345 464 870
7 9 131
474 127 241
415 210 1
235 104 672
186 15 143
14 159 371
396 417 250
94 290 36
333 135 500
55 494 862
38 320 341
279 235 51
133 322 507
305 287 412
97 473 927
92 339 939
315 235 708
65 330 498
454 15 485
306 422 831
20 461 651
361 92 738
388 479 822
168 424 661
107 239 249
167 157 931
17 463 798
2 269 720
333 142 181
336 3 126
74 120 851
135 245 734
336 133 565
10 153 841
23 112 933
272 279 90
203 296 405
353 150 26
74 483 168
107 171 172
233 246 144
437 233 889
171 421 875
88 431 28
430 455 641
363 79 772
305 135 569
210 488 219
236 62 555
257 22 226
281 107 324
425 44 910
315 215 831
42 156 263
422 86 570
415 301 649
188 106 136
257 168 125
476 256 39
383 13 61
110 146 669
286 72 65
196 239 633
28 281 289
143 203 227
213 119 28
214 159 486
476 244 262
367 128 128
281 90 774
367 73 437
0 453 570
16 161 97
396 375 256
234 78 172
240 406 416
355 274 896
335 55 486
461 357 215
160 224 288
97 77 593
168 366 689
294 235 202
391 483 429
147 218 508
171 310 914
439 17 40
336 352 947
174 314 656
389 474 233
29 423 310
163 237 115
365 480 99
295 479 669
155 150 479
421 442 497
462 130 201
409 304 15
418 46 341
151 75 617
461 50 60
489 65 150
105 431 630
56 78 462
225 233 464
56 154 406
405 468 536
107 230 693
474 148 739
495 58 917
478 466 995
440 191 80
404 100 734
311 357 55
199 464 285
392 291 433
150 244 844
218 89 297
352 85 208
269 63 674
116 355 718
431 422 527
338 122 992
123 14 283
56 498 742
133 71 864
193 340 279
220 457 134
438 153 246
460 436 668
487 274 642
331 249 157
466 305 7
60 297 155
398 133 373
190 164 137
322 384 946
456 174 451
202 134 388
223 122 514
365 305 116
374 272 921
381 332 71
388 83 704
262 409 175
195 273 224
141 82 899
93 284 885
199 225 313
315 99 437
89 333 769
160 221 352
216 483 613
392 42 417
84 89 42
160 231 624
445 361 120
304 60 345
469 228 297
406 169 630
28 181 851
380 397 687
346 141 729
263 225 818
305 386 901
282 297 429
43 94 790
361 220 431
10 127 452
492 155 633
343 387 30
382 85 524
463 200 101
134 358 339
35 140 137
465 35 83
107 50 834
310 411 55
93 273 534
45 265 41
178 461 280
61 343 866
85 307 566
186 441 776
26 328 416
15 293 951
98 253 502
433 63 765
340 157 39
374 54 656
415 233 117
413 231 768
480 417 561
108 295 389
25 310 35
328 409 288
182 194 703
300 34 360
191 260 767
347 175 500
465 222 646
278 136 377
459 76 942
348 453 604
383 134 865
23 316 559
227 116 445
439 159 57
206 7 84
433 0 615
432 459 43
226 307 849
330 43 983
196 66 651
107 293 620
405 233 279
462 291 286
399 350 462
58 406 564
353 192 64
320 124 523
363 350 683
64 32 226
47 80 792
199 188 438
319 445 171
98 259 462
237 158 164
199 216 571
264 421 763
180 93 239
56 457 941
239 373 473
465 421 54
257 472 594
218 241 650
33 330 661
197 382 377
120 498 651
235 178 744
474 234 53
415 473 427
241 290 200
295 400 672
280 166 908
282 51 239
443 100 621
321 221 971
324 308 649
68 283 236
122 50 61
401 291 352
101 438 252
125 179 551
440 311 69
348 94 620
439 37 73
412 210 294
383 34 454
385 103 89
121 77 492
182 330 783
386 283 74
490 408 253
42 348 565
111 48 659
84 340 548
157 252 259
303 488 793
257 373 248
347 346 677
339 380 507
474 267 290
400 109 698
154 151 898
71 115 799
130 356 743
389 11 731
35 268 956
283 467 302
461 158 535
320 133 302
463 385 263
13 39 915
412 462 30
63 396 581
297 268 800
381 303 568
337 439 388
492 400 46
27 72 31
181 35 417
296 49 808
211 313 771
93 376 667
174 430 46
463 227 167
184 298 261
424 142 513
470 21 86
2 54 973
419 350 522
227 62 687
350 7 563
370 34 845
268 349 573
435 465 533
258 1 331
19 425 325
33 395 346
471 397 400
444 168 751
6 450 172
422 172 206
119 441 56
192 228 521
78 338 874
261 210 799
87 95 694
433 66 944
186 362 964
102 40 515
126 462 187
185 81 980
241 126 709
114 56 899
488 317 109
333 42 270
129 228 633
94 17 166
158 471 206
25 97 20
65 282 454
45 375 432
106 341 488
6 181 657
115 320 266
172 6 308
294 135 888
427 81 405
446 240 876
152 117 825
25 182 460
331 80 835
263 186 529
103 44 710
112 12 531
378 184 37
38 478 524
426 258 606
183 56 846
411 60 815
237 85 998
197 416 430
384 31 116
413 486 13
7 477 913
396 16 391
420 294 1
26 478 557
224 389 618
40 478 555
390 175 824
320 412 855
288 325 842
30 160 270
443 56 638
187 477 785
188 3 763
98 228 504
216 268 483
123 10 510
447 330 422
303 118 100
497 272 253
290 154 414
51 285 447
336 473 803
451 423 531
455 139 151
290 263 661
301 210 843
75 365 813
27 362 937
133 4 92
47 65 190
369 468 975
169 156 800
472 107 224
355 414 215
358 57 330
371 210 393
214 285 610
379 165 825
317 298 829
409 197 246
99 418 714
426 87 722
78 411 329
302 266 96
370 476 153
52 347 363
297 413 500
408 293 17
233 110 815
62 371 364
161 322 283
375 248 722
450 326 134
227 203 729
232 255 428
447 53 694
448 461 987
465 46 949
133 460 672
349 121 994
355 299 920
341 430 901
93 10 104
322 242 212
297 490 930
136 455 976
85 440 288
257 290 410
251 274 759
345 481 410
265 322 340
19 416 350
475 90 945
187 193 135
156 342 125
86 478 932
414 415 373
203 24 515
113 127 641
134 90 445
326 109 713
177 436 656
122 476 701
109 132 544
86 219 522
18 485 290
243 188 814
258 301 442
252 377 766
375 363 708
172 190 817
386 219 606
394 193 582
95 302 714
139 388 285
14 258 271
304 2 311
470 112 465
412 364 842
31 91 206
239 264 248
409 2 967
15 396 660
97 491 814
163 483 202
301 497 460
424 153 314
235 123 927
200 36 643
395 419 235
101 158 851
349 67 853
168 434 601
328 383 444
142 399 927
8 476 429
175 211 553
102 264 441
97 159 860
332 112 518
183 313 938
388 481 372
489 161 108
434 155 507
213 203 559
490 211 535
419 238 98
472 340 714
413 438 225
125 122 837
496 158 502
434 46 835
158 388 848
266 322 3
125 387 206
184 377 270
71 149 508
170 121 201
236 387 991
462 12 465
151 8 123
341 305 558
190 71 732
193 49 619
252 233 497
374 305 498
234 327 119
287 415 858
278 377 223
244 381 83
367 35 378
389 376 183
447 66 606
179 112 507
151 216 741
498 324 77
469 112 992
403 338 603
486 206 990
216 447 866
251 395 785
358 426 749
365 77 965
458 429 55
208 427 231
285 397 695
204 480 276
307 318 334
297 35 782
15 286 529
152 496 955
401 214 385
218 172 666
273 233 594
357 18 343
52 0 772
342 204 752
471 363 70
157 160 457
291 28 744
320 32 240
128 286 454
365 4 479
31 130 212
477 487 82
320 391 435
444 86 139
196 409 503
119 66 515
428 358 395
172 30 928
265 158 214
71 375 218
402 407 348
466 236 187
401 409 431
336 353 517
182 373 844
373 91 95
439 162 971
10 65 730
210 383 966
250 284 727
181 120 81
198 448 483
476 130 708
375 126 335
460 351 778
407 143 941
378 153 358
460 215 241
427 465 26
154 146 498
422 24 429
130 197 961
492 72 87
179 384 791
399 22 791
109 482 6
202 261 472
228 268 970
227 355 667
25 130 691
454 260 888
416 104 812
355 284 548
498 242 192
